NumQubits;SizeOfDMat;SizeOfSMat;SizeOfFMat;CreationTimeDMat;CreationTimeSMat;CreationTimeFMat;AccessTimeDMat;AccessTimeSMat;AccessTimeFMat
6;65648;9328;56;0;0;0;1000960;30027264;14012928
7;262256;9328;72;0;1000960;0;2001664;119108352;56050688
8;1048688;147568;88;2001920;2001920;1000960;9008128;473430272;219198464
9;4194416;36976;72;6005504;1000960;0;40036096;1843674112;840763392
10;16777328;589936;120;30027264;11010048;0;165149952;7409727744;3828476928
3;1136;1192;40;0;0;0;0;0;1008896
4;4208;2288;40;0;1001216;0;0;2001664;1000704
5;16496;4712;56;0;1000960;0;0;8007424;3002624
6;65648;9328;56;1001216;1000448;0;0;31028992;14012160
7;262256;9328;72;0;1001216;0;3002880;122110464;56050944
8;1048688;147568;88;2001664;3002880;0;10009088;472429056;227206144
9;4194416;36976;72;5004800;1000960;0;38034176;1849679616;834758400
10;16777328;589936;120;31027712;13011712;0;155140864;7393713408;3802452480
3;1136;1192;40;0;1002240;0;0;0;0
4;4208;2288;40;0;0;0;0;2001920;1000704
5;16496;4712;56;0;0;0;0;7006464;4003328
6;65648;9328;56;0;0;0;1000704;30027264;13011712
7;262256;9328;72;1001472;0;0;2001408;118107392;55049984
8;1048688;147568;88;2001920;2001920;0;10008832;469426176;225204480
9;4194416;36976;72;6005504;2002176;0;40035840;1833665024;845768192
10;16777328;589936;120;30027008;12011008;0;157143040;7373694464;3784436224
3;1136;1192;40;0;1000704;0;0;0;0
4;4208;2288;40;0;0;0;0;2002176;1000704
5;16496;4712;56;0;0;1001216;0;7006208;4003584
6;65648;9328;56;0;0;0;1000960;29026304;13011968
7;262256;9328;72;1000704;1000960;0;3002880;119108096;55049984
8;1048688;147568;88;2001664;3002880;0;9007872;466423808;222201600
9;4194416;36976;72;6005248;2002176;0;38034688;1843673600;834757888
10;16777328;589936;120;31028224;12011008;0;156141568;7415733248;3810459904
3;1136;1192;40;0;1000192;0;0;0;0
4;4208;2288;40;0;0;0;0;2001920;1000704
5;16496;4712;56;0;0;0;1004800;7006464;4003584
6;65648;9328;56;0;0;0;1001216;30027008;13011968
7;262256;9328;72;0;0;0;2001920;117106176;56042240
8;1048688;147568;88;2001920;2001920;0;10008832;470435840;223202816
9;4194416;36976;72;5996800;2010624;0;37033216;1855685120;832756224
10;16777328;589936;120;32028928;12010240;0;163148032;7458764288;3834789632
3;1136;1192;40;0;0;0;0;1000192;0
4;4208;2288;40;0;1008640;0;0;2002432;1000448
5;16496;4712;56;0;1000960;0;0;8007424;3002368
6;65648;9328;56;1001216;1000960;0;0;30027008;14012928
7;262256;9328;72;0;1000960;0;2001664;119108096;56051200
8;1048688;147568;88;1000960;3002880;0;10009088;474430976;222201600
9;4194416;36976;72;4003584;2002432;0;38034176;1852673792;825724672
10;16777328;589936;120;30027520;13011712;0;158143744;7442757632;3814463488
3;1136;1192;40;993280;0;0;0;1001728;0
4;4208;2288;40;0;0;0;0;2001920;1000704
5;16496;4712;56;0;0;0;1000448;7006720;4003584
6;65648;9328;56;0;1000704;0;1001216;30027008;13011712
7;262256;9328;72;1000960;1000960;0;3002880;119108096;55049984
8;1048688;147568;88;2001920;3002880;0;10009088;468425216;221200896
9;4194416;36976;72;5004800;2001920;0;40035584;1865693952;836759808
10;16777328;589936;120;30027264;12010752;0;154139904;7434742272;3833489152
3;1136;1192;40;0;0;0;0;1000960;0
4;4208;2288;40;0;1008640;0;0;2001664;1000704
5;16496;4712;56;0;1001216;0;0;8007168;3002880
6;65648;9328;56;1000960;1000960;0;1000704;30027264;13011712
7;262256;9328;72;1000960;1001216;0;3002368;120109312;57051648
8;1048688;147568;88;2002688;3002880;0;10008832;462419968;219199232
9;4194416;36976;72;5004288;1001216;0;38025728;1837677312;840763392
10;16777328;589936;120;30035456;13011968;0;159144704;7479791616;3828475904
3;1136;1192;40;993536;0;0;0;1000704;0
4;4208;2288;40;0;0;0;0;2001664;1000960
5;16496;4712;56;0;0;0;1000960;7006208;3002624
6;65648;9328;56;0;992256;0;1009152;30027520;13011712
7;262256;9328;72;1000960;1000960;0;3002624;119108352;56050688
8;1048688;147568;88;2002176;3002624;0;9008384;461418752;222193152
9;4194416;36976;72;6005504;2002432;0;39034624;1875704064;857779200
10;16777328;589936;120;31027712;12010752;0;156142336;7645949952;3808457984
3;1136;1192;40;0;0;0;0;1000704;0
4;4208;2288;40;0;1008384;0;0;2001664;1000960
5;16496;4712;56;0;1000960;0;0;8007168;3002880
6;65648;9328;56;992768;1000960;0;0;30035200;14012928
7;262256;9328;72;0;1000960;0;2001920;117106432;55049728
8;1048688;147568;88;2001920;3002624;0;10009088;465422848;218197760
9;4194416;36976;72;5004544;1000960;0;39035392;1865693952;839753728
10;16777328;589936;120;31036928;12010752;0;153139200;7495805952;3802452736
3;1136;1192;40;0;992768;0;0;0;1008896
4;4208;2288;40;0;1000960;0;0;2001920;0
5;16496;4712;56;0;1000960;0;0;8007168;3002880
6;65648;9328;56;0;1000960;0;0;30027264;13011712
7;262256;9328;72;0;1000192;0;3003136;119107584;56050944
8;1048688;147568;88;2002176;3002368;0;10009088;463420672;219198976
9;4194416;36976;72;5004800;1000960;0;37033472;1861690112;840763392
10;16777328;589936;120;31028224;12011008;0;158143488;7471784448;3810459392
3;1136;1192;40;0;1001728;0;0;0;0
4;4208;2288;40;0;0;0;0;2001920;1000960
5;16496;4712;56;0;0;0;1000960;7006208;4003840
6;65648;9328;56;0;1000960;0;1000704;29026304;13011968
7;262256;9328;72;0;1001216;0;2001664;119108352;57051648
8;1048688;147568;88;2001920;2001920;0;10009088;463421184;220199424
9;4194416;36976;72;5004544;1000960;0;38034432;1854684160;835758592
10;16777328;589936;120;30027520;12010752;0;159144448;7498800128;3806464768
3;1136;1192;40;0;0;0;0;1000704;0
4;4208;2288;40;0;0;0;0;1993728;1000192
5;16496;4712;56;0;0;0;0;8015616;3994880
6;65648;9328;56;1001472;1000960;0;0;30026496;14012416
7;262256;9328;72;0;1001728;0;2001920;117105920;54049536
8;1048688;147568;88;2001920;2001664;0;9008128;467432704;222201856
9;4194416;36976;72;5004288;1001216;0;39035392;1837668608;835758848
10;16777328;589936;120;31027968;12011264;0;150136064;7438754304;3799449600
3;1136;1192;40;0;0;0;0;995328;0
4;4208;2288;40;0;0;0;0;2002176;1000448
5;16496;4712;56;0;0;0;0;8007168;3002880
6;65648;9328;56;1000960;1000960;0;1000960;29026816;13011712
7;262256;9328;72;0;1000704;0;2001920;118107648;56050432
8;1048688;147568;88;2001664;3002880;0;10008832;468425472;223202560
9;4194416;36976;72;5004544;1000960;0;40036352;1859688192;838761728
10;16777328;589936;120;30027264;12010752;0;156142080;7467780352;3804454400
3;1136;1192;40;0;1000960;0;0;0;0
4;4208;2288;40;1000960;0;0;0;2001920;1000704
5;16496;4712;56;0;1001216;0;0;7006208;4003584
6;65648;9328;56;0;0;0;1000960;30027264;13011968
7;262256;9328;72;0;1000960;0;2001920;119108096;56050688
8;1048688;147568;88;2001920;3002624;0;10009088;479435520;224203520
9;4194416;36976;72;5004544;1000960;0;40036352;1845675776;834757888
10;16777328;589936;120;31028224;12011008;0;152138496;7529827840;3883526144
3;1136;1192;40;0;1000704;0;0;0;0
4;4208;2288;40;0;0;0;0;2001152;1000960
5;16496;4712;56;0;1001216;0;0;7005696;4003584
6;65648;9328;56;0;0;0;1000960;29026048;13012224
7;262256;9328;72;1000704;1000704;0;3003392;118106880;56051200
8;1048688;147568;88;2001664;3002880;0;10009088;476432640;220208640
9;4194416;36976;72;5004544;1000960;0;39035648;1861690112;846768896
10;16777328;589936;120;31028224;12002304;0;163148544;7463776512;3817466112
3;1136;1192;40;0;0;0;0;1000192;0
4;4208;2288;40;0;1001472;0;0;2009344;1000960
5;16496;4712;56;0;1000704;0;0;8007424;3002880
6;65648;9328;56;0;1000960;0;0;30027264;13011712
7;262256;9328;72;0;1001216;0;2001408;118107392;55049728
8;1048688;147568;88;2002176;2001920;0;10009088;469426176;220199936
9;4194416;36976;72;5004288;1000960;0;39035392;1870698496;847769600
10;16777328;589936;120;31028224;12011008;0;159144448;7410728704;3830477824
3;1136;1192;40;0;993024;0;0;0;1008640
4;4208;2288;40;0;1000960;0;0;2001920;0
5;16496;4712;56;0;1000704;0;0;8003584;3006464
6;65648;9328;56;0;1001216;0;0;30027008;13011712
7;262256;9328;72;0;1000960;0;2001920;118107136;56051200
8;1048688;147568;88;2001664;2001664;0;10009344;479435264;224203520
9;4194416;36976;72;5004544;2001920;0;41037056;1864692992;850772736
10;16777328;589936;120;31027968;12011008;1000960;156141568;7442757888;3790441728
3;1136;1192;40;0;0;0;0;993024;0
4;4208;2288;40;0;0;0;0;2001664;1000960
5;16496;4712;56;0;0;0;0;8007168;3002880
6;65648;9328;56;1000704;1000960;0;1000960;29026304;14012672
7;262256;9328;72;0;1000704;0;2002176;117106176;56050944
8;1048688;147568;88;2001664;2001920;0;10009088;471428096;221200896
9;4194416;36976;72;5003520;1001728;0;40036352;1841672192;836759552
10;16777328;589936;120;31028224;12011008;0;158143488;7395715072;3779431936
3;1136;1192;40;0;1000448;0;0;0;0
4;4208;2288;40;0;0;0;0;2001920;1000960
5;16496;4712;56;0;0;0;0;7006208;4003840
6;65648;9328;56;0;0;0;1000960;30027520;13011456
7;262256;9328;72;1001216;1000704;0;3002880;121110016;55049984
8;1048688;147568;88;2001920;3002624;0;10009088;471428096;223202560
9;4194416;36976;72;5004800;1001216;1437952;38598144;1838669568;851773440
10;16777328;589936;120;31027968;12011008;0;168152832;7465778688;3780432640
3;1136;1192;40;0;0;0;0;0;0
4;4208;2288;40;0;0;0;0;2001920;1000704
5;16496;4712;56;0;0;0;1000960;7006208;4003584
6;65648;9328;56;0;1000960;0;1000960;30027264;13011712
7;262256;9328;72;1000960;1000960;0;3002880;116105216;54049024
8;1048688;147568;88;1000960;3002624;0;9008128;468425472;223202560
9;4194416;36976;72;5004544;1000960;0;40036096;1855685888;849771264
10;16777328;589936;120;30027264;12011008;0;163148032;7374696192;3802452480
3;1136;1192;40;0;992256;0;0;0;1001728
4;4208;2288;40;0;1008640;0;0;2001920;0
5;16496;4712;56;0;1001216;0;0;8007168;3002624
6;65648;9328;56;0;1000960;0;0;30027264;14012672
7;262256;9328;72;0;1000960;0;2001664;120109056;55049984
8;1048688;147568;88;2001920;3002880;0;9007872;477433600;218198272
9;4194416;36976;72;5004288;1000960;0;39035392;1845675776;847769856
10;16777328;589936;120;32029184;12011008;0;160145408;7396716032;3815464192
3;1136;1192;40;0;1000704;0;0;0;994304
4;4208;2288;40;0;1007616;0;0;2001920;1000704
5;16496;4712;56;0;1000960;0;0;8007168;3002880
6;65648;9328;56;0;1000960;0;0;30027008;13011968
7;262256;9328;72;0;1000960;0;2001920;120109312;56050688
8;1048688;147568;88;2001920;3002880;0;9008128;474430720;224203520
9;4194416;36976;72;5004544;1000704;0;38034432;1864693248;835759104
10;16777328;589936;120;31028224;12011008;0;162147072;7411729408;3817466368
3;1136;1192;40;0;0;0;0;1000448;0
4;4208;2288;40;0;1008896;0;0;2001920;1000960
5;16496;4712;56;0;1000960;0;0;8007168;3002880
6;65648;9328;56;0;1001216;0;0;30027264;13011712
7;262256;9328;72;0;1000960;0;2001920;117106432;55049728
8;1048688;147568;88;2001664;3002624;0;10009088;464421632;219199232
9;4194416;36976;72;5004544;1001216;0;38034432;1852681984;830754304
10;16777328;589936;120;30027520;12011008;0;155140608;7401720576;4022643712
3;1136;1192;40;1001472;0;1000192;0;0;0
4;4208;2288;40;0;0;0;0;2001408;1000960
5;16496;4712;56;0;1002240;0;0;7005952;4003328
6;65648;9328;56;0;0;1000704;0;30027264;14012672
7;262256;9328;72;1000704;1000960;0;4004352;138125568;55049984
8;1048688;147568;88;3002880;3002624;0;11010304;500454144;221200896
9;4194416;36976;72;6005760;1001216;0;39035136;1880707584;853775104
10;16777328;589936;120;30027264;12011008;0;161146368;7568872704;3831460864
3;1136;1192;40;0;0;0;0;1000704;0
4;4208;2288;40;0;0;0;0;2002176;1000960
5;16496;4712;56;0;0;0;0;8007680;3002624
6;65648;9328;56;1000448;1000960;0;1001216;29026048;14012672
7;262256;9328;72;0;1001472;0;2001408;118115840;55049984
8;1048688;147568;88;2001664;3002880;0;10009088;468416768;223203840
9;4194416;36976;72;6004480;2001920;0;40036096;1880707328;841764096
10;16777328;589936;120;29026304;12011776;0;161146112;7658954496;3977610496
3;1136;1192;40;0;0;0;0;1000960;0
4;4208;2288;40;0;0;0;0;2001920;1000960
5;16496;4712;56;0;0;0;0;8007168;4003584
6;65648;9328;56;0;1000960;0;1000960;30027008;13010944
7;262256;9328;72;1000960;1000960;0;3003648;124112640;57052160
8;1048688;147568;88;2001664;3002880;0;10007808;465423872;222201856
9;4194416;36976;72;5004544;1001216;0;39035904;2005821440;875794176
10;16777328;589936;120;30027264;13011712;0;162147584;7825104128;3944581376
3;1136;1192;40;0;0;0;0;1001216;0
4;4208;2288;40;0;0;0;0;2001408;1000704
5;16496;4712;56;0;0;0;1000960;7005184;4004608
6;65648;9328;56;0;1000704;0;1000960;30026496;14013952
7;262256;9328;72;0;1000448;0;2002176;119107072;56051712
8;1048688;147568;88;2000896;3003392;0;9006848;479436288;223202560
9;4194416;36976;72;5003520;1000448;0;41036288;1887714816;845768192
10;16777328;589936;120;29026560;12011008;0;162146048;7625925120;3873516288
3;1136;1192;40;1000960;0;0;0;1001728;0
4;4208;2288;40;0;0;0;0;2001408;1000960
5;16496;4712;56;0;0;0;1000960;7006208;4003072
6;65648;9328;56;0;0;0;1001216;29027072;13010944
7;262256;9328;72;1001984;1000448;0;3002624;121109504;56051712
8;1048688;147568;88;2001664;3002624;0;9009152;578524416;288260864
9;4194416;36976;72;8007168;2001664;0;41036800;1877705472;907823616
10;16777328;589936;120;30028288;13011200;0;160144896;7574878208;3818466816
3;1136;1192;40;0;1000960;0;0;0;1001472
4;4208;2288;40;0;1000704;0;0;2001152;0
5;16496;4712;56;1001728;1000192;0;0;7006208;4003584
6;65648;9328;56;0;0;0;1000960;30027520;14012672
7;262256;9328;72;0;1001216;0;2001408;117106176;56051200
8;1048688;147568;88;2001664;3002880;0;9008640;474438656;223202816
9;4194416;36976;72;6005504;2001920;0;39035136;1863692544;845767680
10;16777328;589936;120;30027520;11009792;0;151137280;7438754304;3804454400
3;1136;1192;40;0;1001984;0;0;0;0
4;4208;2288;40;1008384;0;0;0;2001920;991744
5;16496;4712;56;0;0;0;0;7007488;4011776
6;65648;9328;56;0;1000960;0;1000960;30027264;13011712
7;262256;9328;72;1000960;1000960;0;3002624;119108096;56050944
8;1048688;147568;88;2001920;3002880;0;9008128;471428096;221200896
9;4194416;36976;72;4996096;1008128;0;38034432;1853683200;837760768
10;16777328;589936;120;30027264;12011008;0;157142528;7437753344;3812461568
3;1136;1192;40;0;0;0;0;1009408;0
4;4208;2288;40;0;0;0;0;2001920;1000960
5;16496;4712;56;0;1000704;0;0;8007424;3002624
6;65648;9328;56;1000960;1000704;0;1001216;30027520;13011456
7;262256;9328;72;1000960;1000960;0;3002624;116105472;54049280
8;1048688;147568;88;2001664;3002880;0;10009088;467424512;223202304
9;4194416;36976;72;5004800;1000960;0;39035904;1856685312;837760768
10;16777328;589936;120;30035456;12010752;0;150136320;7437753344;3787438848
3;1136;1192;40;0;0;0;0;1010176;0
4;4208;2288;40;0;1000448;0;0;2001664;1000960
5;16496;4712;56;0;1000960;0;0;8007168;3002880
6;65648;9328;56;0;1000960;0;0;30027264;14012672
7;262256;9328;72;0;1000960;0;3002880;120108800;55049984
8;1048688;147568;88;2001920;2001920;0;10008832;460418048;222201856
9;4194416;36976;72;5004544;1000960;0;39035392;1849679360;832756224
10;16777328;589936;120;31028224;12010240;0;151137280;7473785600;3794445568
3;1136;1192;40;0;1002496;0;0;0;0
4;4208;2288;40;1003520;0;0;0;2001920;1000704
5;16496;4712;56;0;1001216;0;0;7006208;4003584
6;65648;9328;56;0;0;0;1000960;30027264;14012928
7;262256;9328;72;0;1000704;0;2001920;118106880;55050240
8;1048688;147568;88;1000704;3002880;0;10008832;459417344;222201600
9;4194416;36976;72;5004544;1000960;0;38034432;1837668608;828752384
10;16777328;589936;120;30027264;12010752;0;156142080;7452766720;3811460608
3;1136;1192;40;0;0;0;0;1000448;0
4;4208;2288;40;0;1008896;0;0;2001664;1000960
5;16496;4712;56;0;1000704;0;0;8007424;3002624
6;65648;9328;56;1000960;1000704;0;0;29026816;14012416
7;262256;9328;72;0;1000960;0;2001920;115104512;55049728
8;1048688;147568;88;1000960;3002880;0;9008128;459417088;222201600
9;4194416;36976;72;5004544;1000960;0;38034432;1852682240;830754304
10;16777328;589936;120;31027968;12011008;0;153138944;7458772480;3787438848
3;1136;1192;40;0;993536;0;0;0;1008640
4;4208;2288;40;0;0;0;0;1001216;1000704
5;16496;4712;56;1000704;1001216;0;0;7006208;4003584
6;65648;9328;56;0;0;0;1000960;30027264;14012672
7;262256;9328;72;0;1000960;0;2001920;120108800;56051200
8;1048688;147568;88;2001664;3002624;0;9008128;477433600;221200640
9;4194416;36976;72;5004800;2001920;0;38034176;1848678656;837760768
10;16777328;589936;120;30027264;12011008;0;158143488;7431747840;3800450816
3;1136;1192;40;0;992512;0;0;0;1009408
4;4208;2288;40;0;1000960;0;0;2001664;0
5;16496;4712;56;1000960;1000704;0;0;7006464;4003584
6;65648;9328;56;0;1000960;0;0;30027264;13011712
7;262256;9328;72;0;1000960;0;2001920;120109056;56050944
8;1048688;147568;88;2001664;3002880;0;10008832;476432896;224203520
9;4194416;36976;72;5004544;1000704;0;39035136;1867696128;835758592
10;16777328;589936;120;31027968;12010752;0;152138240;7451766016;3782434560
3;1136;1192;40;0;992512;0;0;0;1001472
4;4208;2288;40;0;0;0;1008896;1000960;1000704
5;16496;4712;56;0;1000960;0;0;7006208;4003584
6;65648;9328;56;0;1001216;0;1000704;29026816;13011456
7;262256;9328;72;0;1000960;0;3002624;114103552;55050240
8;1048688;147568;88;2001664;3002368;0;9008128;465422592;221200896
9;4194416;36976;72;5004544;2001920;0;39035136;1856686336;836759296
10;16777328;589936;120;31028480;12010752;0;150136064;7457771520;3803453440
3;1136;1192;40;1000960;0;0;0;993024;0
4;4208;2288;40;0;0;0;0;2002176;1000704
5;16496;4712;56;0;0;0;1000960;7006208;3002880
6;65648;9328;56;0;1000960;0;1000704;29026304;14012672
7;262256;9328;72;0;1001216;0;2001664;118107136;55049984
8;1048688;147568;88;2001920;3002624;0;9008128;468425472;223202560
9;4194416;36976;72;5004800;1000960;0;39035392;1873701120;834757888
10;16777328;589936;120;30027264;12011008;0;157142528;7466779648;3788439808
3;1136;1192;40;1001728;0;0;0;991488;0
4;4208;2288;40;0;0;0;0;2001920;1000704
5;16496;4712;56;0;0;0;1000704;7006208;4003840
6;65648;9328;56;0;1000960;0;1001728;30026240;13011712
7;262256;9328;72;0;1000960;0;3002624;118107136;56050944
8;1048688;147568;88;2001920;2001920;0;10009088;465422592;222201856
9;4194416;36976;72;5004544;2001920;0;39035392;1873701376;836759808
10;16777328;589936;120;30027264;12010752;0;153139200;7447762432;3802452224
3;1136;1192;40;0;1003008;0;0;0;0
4;4208;2288;40;0;0;0;0;2001920;1000704
5;16496;4712;56;0;0;0;1000704;7006464;4003328
6;65648;9328;56;0;1001216;0;1000704;30027264;13011712
7;262256;9328;72;1001216;1000704;0;3002880;119108096;56050688
8;1048688;147568;88;2001920;3002624;0;9008128;480427264;227215360
9;4194416;36976;72;5004544;1000960;0;39035392;1856685824;831755264
10;16777328;589936;120;30027264;12011008;0;154140416;7461774592;3822470912
3;1136;1192;40;993280;0;0;0;1001216;0
4;4208;2288;40;0;0;0;0;2001920;1000704
5;16496;4712;56;0;0;0;1001216;7005952;4003840
6;65648;9328;56;0;1000960;0;1000704;30027264;13011712
7;262256;9328;72;0;1000960;0;2001664;116105472;56050944
8;1048688;147568;88;2001920;2001920;0;9007872;471428096;222201600
9;4194416;36976;72;5004800;1000960;0;41037312;1863692032;835758848
10;16777328;589936;120;30027264;12010752;0;159144704;7448763136;3844490752
3;1136;1192;40;0;994048;0;0;0;999936
4;4208;2288;40;0;1008640;0;0;2001920;0
5;16496;4712;56;0;1000960;0;0;7006208;4003840
6;65648;9328;56;0;0;0;1000704;29026560;13011712
7;262256;9328;72;1000704;1000960;0;3003136;115104256;55049984
8;1048688;147568;88;2001664;2001920;0;9008128;467424256;219198976
9;4194416;36976;72;5005056;2001664;0;40036096;1843674112;844766976
10;16777328;589936;120;30027264;12010752;0;162147328;7653940480;3879522560
